id_equipamento,data,turno,equipe,inicio,fim,duracao_h,status,codigo,categoria,descricao
INFRA-0259,2023-01-01,Noturno,D,2023-01-01T00:00:00Z,2023-01-01T06:00:00Z,6.043728267084807,Liberado,5928,HOI,Hora Ocio Inter
INFRA-0259,2023-01-01,Diurno,C,2023-01-01T06:00:00Z,2023-01-01T18:00:00Z,12.06843793887645,Liberado,5928,HOI,Hora Ocio Inter
INFRA-0259,2023-01-01,Tarde,D,2023-01-01T18:00:00Z,2023-01-02T00:00:00Z,5.987873692000285,Liberado,5928,HOI,Hora Ocio Inter
INFRA-0259,2023-01-02,Noturno,D,2023-01-02T00:00:00Z,2023-01-02T06:00:00Z,6.028401269707829,Liberado,5928,HOI,Hora Ocio Inter
INFRA-0259,2023-01-02,Diurno,C,2023-01-02T06:00:00Z,2023-01-02T18:00:00Z,11.892409333940595,Liberado,5928,HOI,Hora Ocio Inter
INFRA-0259,2023-01-02,Tarde,D,2023-01-02T18:00:00Z,2023-01-03T00:00:00Z,5.940628033457324,Liberado,5928,HOI,Hora Ocio Inter
INFRA-0259,2023-01-03,Noturno,D,2023-01-03T00:00:00Z,2023-01-03T06:00:00Z,6.045083218077197,Liberado,5928,HOI,Hora Ocio Inter
INFRA-0259,2023-01-03,Diurno,A,2023-01-03T06:00:00Z,2023-01-03T10:17:53Z,4.272710089589414,Liberado,5928,HOI,Hora Ocio Inter
INFRA-0259,2023-01-03,Diurno,A,2023-01-03T10:17:53Z,2023-01-03T18:00:00Z,7.7292584796341535,Liberado,5922,HOI,Hora Ocio Inter
INFRA-0259,2023-01-03,Tarde,B,2023-01-03T18:00:00Z,2023-01-04T00:00:00Z,5.9583614734746515,Liberado,5922,HOI,Hora Ocio Inter
INFRA-0259,2023-01-04,Noturno,B,2023-01-04T00:00:00Z,2023-01-04T06:00:00Z,6.022344171199948,Liberado,5922,HOI,Hora Ocio Inter
INFRA-0259,2023-01-04,Diurno,A,2023-01-04T06:00:00Z,2023-01-04T18:00:00Z,12.04581139024347,Liberado,5922,HOI,Hora Ocio Inter
INFRA-0259,2023-01-04,Tarde,B,2023-01-04T18:00:00Z,2023-01-05T00:00:00Z,6.0442737279552965,Liberado,5922,HOI,Hora Ocio Inter
INFRA-0259,2023-01-05,Noturno,B,2023-01-05T00:00:00Z,2023-01-05T06:00:00Z,6.010107477167621,Liberado,5922,HOI,Hora Ocio Inter
INFRA-0259,2023-01-05,Diurno,A,2023-01-05T06:00:00Z,2023-01-05T18:00:00Z,12.007623918894677,Liberado,5922,HOI,Hora Ocio Inter
